slott,Det kongelige slottet ligger i sentrum av byen.
tanke,Hun hadde en god tanke om et nytt prosjekt.
tenke,Jeg må tenke grundig før jeg tar en beslutning.
huske,Kan du huske hvor jeg la nøklene?
glemme,Jeg prøver å ikke glemme bursdagen din.
drøm,Jeg hadde en merkelig drøm i natt.
mål,Mitt mål er å lære et nytt språk.
plan,Vi har en plan for helgen.
idé,Det er en fantastisk idé!
minne,Det er et hyggelig minne fra barndommen.
beslutning,De tok en viktig beslutning på møtet.
valg,Du må ta et valg nå.
vurdering,Etter grundig vurdering ble forslaget godkjent.
fantasi,Barn har ofte en rik fantasi.
nysgjerrighet,Nysgjerrighet er viktig for læring.
læring,Læring er en livslang prosess.
erfaring,Han har mye erfaring fra industrien.
observasjon,Fuglekikkeren gjorde en interessant observasjon.
motivasjon,Motivasjon er nøkkelen til suksess.
ambisjon,Hennes ambisjon er å bli leder.
intensjon,Han handlet med god intensjon.
mening,Jeg er enig i din mening.
overbevisning,Han snakket med sterk overbevisning.
dagdrøm,Jeg satt og dagdrømte om ferie.
analyse,Vi må gjøre en grundig analyse av dataene.
refleksjon,Refleksjon er viktig etter et prosjekt.
kreativitet,Kreativitet er en viktig egenskap som designer.
oppfinnsomhet,Oppfinnsomhet hjalp dem med å løse problemet.
resonnering,Bruk logisk resonnering for å finne svaret.
logikk,Det er enkel logikk å forstå.
strategi,Vi trenger en ny strategi for markedsføringen.
målsetting,Høy målsetting fører til bedre resultater.
problemløsning,Problemløsning er en viktig ferdighet.
fokus,Du må ha fokus på oppgaven.
konsentrasjon,God konsentrasjon er vanskelig i støy.
oppmerksomhet,Vær oppmerksomhet når du kjører bil.
innsikt,Hun har dyp innsikt i emnet.
forståelse,Forståelse er nødvendig for å lære.
evaluering,Prosjektet krever en grundig evaluering.
overveielse,Etter lang overveielse sa hun ja.
vurderingsevne,Han viste god vurderingsevne i en krise.
oppdagelse,Forskere gjorde en stor oppdagelse.
filosofi,Filosofi er studiet av grunnleggende spørsmål.
persepsjon,Vår persepsjon av verden er subjektiv.
idéutvikling,De hadde et møte for idéutvikling.
kreativ tanke,Kreativ tanke er viktig i kunst.
planlegging,God planlegging er halve jobben.
strategiutvikling,De jobber med strategiutvikling for neste år.
analyseferdighet,Analyseferdighet er viktig i finans.
logisk tenkning,Han har sterk logisk tenkning.
konsept,De presenterte et nytt konsept for appen.
idémyldring,Vi brukte en time på idémyldring.
prioritering,Riktig prioritering er nødvendig for å lykkes.
erfaringsoverføring,Erfaringsoverføring skjer fra eldre til yngre kolleger.
lærer,Min lærer er veldig flink i matte.
lege,Vi måtte ringe legen da barnet ble sykt.
sykepleier,Sykepleieren tok blodprøven.
kokk,Kokken lagde en deilig middag.
servitør,Servitøren kom med menyen.
bussjåfør,Bussjåføren kjørte oss trygt hjem.
bonde,Bonden høstet kornet på åkeren.
frisør,Jeg skal til frisøren for å klippe håret.
elektriker,Vi ringte en elektriker for å fikse lyset.
snekker,Snekkeren bygger et nytt skap.
maler,Maleren ga veggene en ny farge.
butikkansatt,Butikkansatten hjalp meg med å finne riktig størrelse.
sekretær,Sekretæren organiserte møtet.
tannlege,Jeg har time hos tannlegen i morgen.
fysioterapeut,Fysioterapeuten hjalp meg med ryggsmerter.
psykolog,Han snakket med psykologen om problemene sine.
rådgiver,Rådgiveren ga meg gode tips.
journalist,Journalisten skrev en artikkel om hendelsen.
dataprogrammerer,Dataprogrammereren utviklet ny programvare.
designer,Designeren tegnet en ny logo.
tekniker,Teknikeren reparerte maskinen.
maskinist,Maskinisten styrer de store motorene.
operatør,Operatøren overvåker maskinene på fabrikken.
assistent,Hun jobber som assistent for lederen.
bibliotekar,Bibliotekaren anbefalte en god bok.
administrativ,Han har en administrativ stilling på kontoret.
ingeniør,Ingeniøren designet broen.
advokat,Han trenger en advokat for å hjelpe seg i retten.
politi,Politiet kom raskt til ulykkesstedet.
brannmann,Brannmannen slukket brannen i huset.
arkitekt,Arkitekten tegnet det nye museet.
økonom,Økonomen analyserte markedsdataene.
revisor,Revisoren sjekket selskapets regnskaper.
pilot,Piloten fløy flyet trygt gjennom stormen.
kunstner,Kunstneren malte et vakkert portrett.
musiker,Musikeren spilte en vakker melodi.
skuespiller,Skuespilleren fremførte monologen perfekt.
forfatter,Forfatteren ga ut en ny bok i høst.
forsker,Forskeren jobber med å finne en kur.
leder,Hun er en dyktig leder med et godt team.
sjef,Min sjef er veldig støttende.
manager,Manageren forhandlet om den nye kontrakten.
trener,Treneren motiverte laget til seier.
konsulent,Bedriften leide inn en konsulent for å forbedre driften.
oversetter,Oversetteren oversatte boken fra norsk til engelsk.
tolk,Han trengte en tolk under møtet.
veileder,Min faglige veileder hjelper meg med oppgaven.
sikkerhetsvakt,Sikkerhetsvakten patruljerte utenfor bygningen.
entreprenør,Entreprenøren startet et nytt byggeprosjekt.
skole,Barna går på skolen like ved.
klasse,Han går i klassen 8A.
lærer,Læreren forklarte den vanskelige oppgaven.
elev,Hver elev fikk en egen bok.
student,Hun er student ved universitetet i Oslo.
fag,Matematikk er et obligatorisk fag.
time,Vi har to timer med spansk hver uke.
lekse,Jeg må gjøre ferdig mine lekser til i morgen.
oppgave,De jobber sammen om en stor oppgave.
test,Vi skal ha en liten test neste uke.
prøve,Han øvde mye til den store prøven.
eksamen,Jeg har eksamen i juni.
karakter,Hun fikk en god karakter i historie.
notat,Jeg skriver notater under forelesningen.
lesing,Lesing er viktig for å lære.
skriving,God skriving krever øvelse.
læring,Læring skjer hele livet.
kunnskap,Han har mye kunnskap om planter.
ferdighet,Ferdighet i programmering er nyttig.
utvikling,Prosjektet krever mye utvikling.
utdanning,Høyere utdanning kan gi bedre jobbmuligheter.
pensum,Vi må lese hele pensum før eksamen.
kurs,Jeg tok et kurs i digital markedsføring.
undervisning,Undervisningen foregikk på nett.
studium,Hun begynner på et nytt studium til høsten.
forelesning,Forelesningen var veldig interessant i dag.
seminar,Vi skal delta på et seminar om klima.
praksis,Jeg har praksis på et sykehus nå.
studieteknikk,Bruk en god studieteknikk for å huske bedre.
repetisjon,Repetisjon hjelper hjernen med å huske stoffet.
gruppearbeid,Vi skal gjøre litt gruppearbeid i dag.
diskusjon,Diskusjonen var livlig og engasjerende.
spørsmålsstilling,Spørsmålsstilling er viktig for å få klarhet.
motivasjon,Han har høy motivasjon for å fullføre.
forståelse,Forståelse er bedre enn utenatlæring.
trening,Han trenger ekstra trening i grammatikk.
veiledning,Studenten fikk god veiledning fra professoren.
studieplan,Vi må følge studieplanen for å bli ferdige i tide.
mentor,En erfaren mentor kan hjelpe deg i karrieren.
veileder,Veileder hjelper oss med oppgaver
bibliotektjeneste,Bibliotektjenesten hjalp meg med å finne kilder.
e-læring,Skolen tilbyr e-læring for voksne.
undervisningsmetode,De diskuterte en ny undervisningsmetode.
forskning,Forskning er viktig for ny kunnskap.
analyse,Vi utførte en grundig analyse av resultatene.
presentasjon,Jeg skal holde en presentasjon neste uke.
prosjekt,Vi jobber med et stort prosjekt om bærekraft.
læringsmål,Hvert kapittel har klare læringsmål.
kompetanse,Hun har høy kompetanse innenfor sitt felt.
ferdighetsutvikling,Ferdighetsutvikling krever kontinuerlig øving.
stat,Staten eier mange selskaper i Norge.
regjering,Regjeringen la frem sitt budsjettforslag.
politiker,Politikeren holdt en tale på torget.
valg,Det er valg til høsten.
stemme,Du har rett til å stemme når du er 18 år.
offentlig,Offentlig transport er viktig for mange.
politikk,Politikk handler om hvordan samfunnet skal styres.
borgermester,Borgermesteren åpnet den nye parken.
parti,Hun meldte seg inn i et politisk parti.
regjeringstiltak,De nye regjeringstiltakene er ment å hjelpe industrien.
politikkprogram,Politikkprogrammet ble presentert før valget.
statsminister,Statsministeren holdt en pressekonferanse.
minister,Helseministeren besøkte sykehuset.
representant,Hun er representant i nasjonalforsamlingen.
embetsmann,En embetsmann jobber i statsforvaltningen.
fylkesmann,Fylkesmannen representerer staten i fylket.
departement,Utenriksdepartementet ligger i sentrum.
byråd,Byrådet styrer kommunen.
lovgivning,Ny lovgivning ble vedtatt i parlamentet.
nasjonalforsamling,Stortinget er Norges nasjonalforsamling.
parlamentsvalg,Det holdes parlamentsvalg hvert fjerde år.
administrasjon,Den nye administrasjonen har endret reglene.
regjering,Regjeringen lager lover og regler.
demokrati,Norge er et demokrati.
diktatur,Et diktatur er preget av mangel på frihet.
folkeavstemning,De holdt en folkeavstemning om kommunesammenslåing.
sosialpolitikk,Sosialpolitikk handler om velferd og rettferdighet.
økonomisk politikk,Økonomisk politikk påvirker arbeidsmarkedet.
skattepolitikk,Skattepolitikken ble diskutert i valgkampen.
utenrikspolitikk,Utenrikspolitikken fokuserer på internasjonale relasjoner.
forsvarspolitikk,Forsvarspolitikk er viktig for landets sikkerhet.
miljøpolitikk,Miljøpolitikken tar sikte på å redusere utslipp.
strategi,Partiet la frem sin politiske strategi.
beslutning,De tok en viktig beslutning om fremtiden.
valgkamp,Valgkampen varte i flere uker.
partiprogram,Les partiprogrammet for å se hva de står for.
koalisjon,De dannet en koalisjon for å styre landet.
makt,Makten ligger hos folket i et demokrati.
ledelse,God ledelse er viktig for en organisasjon.
statsapparat,Statsapparatet er stort og komplekst.
organisasjon,De er en del av en internasjonal organisasjon.
lovverk,Vi må følge landets lovverk.
rettferdighet,Vi må sikre rettferdighet for alle i samfunnet.
offentlige tjenester,Helsevesenet er en viktig offentlige tjeneste.
offentlig sektor,Skoler og sykehus er en del av offentlig sektor.
embetsverk,Embetsverket utfører regjeringens vedtak.
regjeringstjeneste,Hun har jobbet i regjeringstjeneste i mange år.
politisk system,Landets politisk system er et demokrati.
politikkfelt,Utdanning er et viktig politikkfelt.
president,Presidenten holdt en tale til nasjonen.
lov,Det er en ny lov om personvern.
rett,Alle har rett til en forsvarer.
domstol,Saken skal behandles i domstolen.
dommer,Dommeren leste opp dommen.
advokat,Han hyret en erfaren advokat.
politi,Politiet etterforsker saken.
fengsel,Han ble dømt til fengsel i to år.
lovlig,Det er lovlig å fiske her.
ulovlig,Det er ulovlig å kjøre for fort.
kriminalitet,Kriminalitet er et samfunnsproblem.
lovbrudd,Å stjele er et alvorlig lovbrudd.
rettferdighet,Rettferdighet er viktig i samfunnet.
straff,Han fikk en mild straff for tyveriet.
rettighet,Ytringsfrihet er en viktig rettighet.
skyld,Han nektet for skyld i retten.
bevis,Politiet fant viktige bevis i saken.
vitne,Vitnet ga en detaljert forklaring.
kontrakt,Vi signerte en ny kontrakt i dag.
avtale,Vi gjorde en muntlig avtale om prisen.
paragraf,Du finner regelen i denne paragrafen.
regel,Følg alle regelene nøye.
forskrift,Det er en ny forskrift om miljøvern.
sivil,"Dette er en sivil sak, ikke straffbar."
straffbar,Svindel er en straffbar handling.
lovgivning,Ny lovgivning ble vedtatt i parlamentet.
rettssystem,Rettssystemet skal sikre folks rettigheter.
rettslig,Saken krever rettslig bistand.
rettsprosess,Rettsprosessen kan være lang og komplisert.
anklage,Anklagen mot ham var alvorlig.
tiltale,Påtalemyndigheten tok ut tiltale.
jury,Juryen trakk seg tilbake for å diskutere.
rettssak,Rettssaken varte i flere dager.
domfellelse,Domfellelsen ble anket til en høyere rett.
frifinnelse,Han fikk full frifinnelse i retten.
arrest,Politiet foretok en arrest av den mistenkte.
politiaksjon,Det ble gjennomført en stor politiaksjon i natt.
etterforskning,Etterforskningen av ulykken pågår fortsatt.
forbrytelse,Tyveri er en alvorlig forbrytelse.
rettssikkerhet,Rettssikkerhet er et grunnleggende prinsipp.
menneskerettigheter,Alle har de samme menneskerettigheter.
straffedom,Han fikk en streng straffedom.
bøter,Han måtte betale høye bøter for å ha parkert ulovlig.
forvaring,Forvaring er den strengeste straffen i Norge.
rettsinstans,Saken ble sendt til neste rettsinstans.
vitneforklaring,Vitneforklaringen var veldig viktig i saken.
prosedyre,Følg den offisielle prosedyren nøye.
siktelse,Siktelsen mot ham ble frafalt.
juridisk,Han trenger juridisk rådgivning.
marked,Det er et tøft marked for eiendom nå.
handel,Handel mellom land er viktig for økonomien.
kjøp,Han gjorde et godt kjøp på salget.
salg,Salget av huset gikk raskt.
produkt,Dette er et nytt produkt i butikken.
tjeneste,Bedriften tilbyr en utmerket tjeneste.
kunde,Kunden var fornøyd med kjøpet.
leverandør,Vi byttet leverandør av råvarer.
selskap,Han startet sitt eget selskap i fjor.
bedrift,Bedriften har 50 ansatte.
firma,Jeg jobber for et internasjonalt firma.
kontrakt,Vi signerte en kontrakt i går.
avtale,Vi har en avtale om møtet i morgen.
leder,Hun er en dyktig leder i teamet.
administrasjon,Administrasjonen har ansvaret for daglig drift.
organisasjon,De er en ideell organisasjon.
lønn,Hva er din månedlige lønn?
utgift,Strøm er en stor utgift for husstanden.
inntekt,Inntekten hans økte i fjor.
kostnad,Vi må redusere kostnadene neste år.
budsjett,Vi må holde oss innenfor budsjettet.
regnskap,Regnskapet for 2024 er ferdig.
revisjon,Revisjonen av selskapets økonomi var grundig.
markedsføring,De satser hardt på digital markedsføring.
reklame,Reklamen for det nye produktet var overalt.
distribusjon,Distribusjonen av varene er effektiv.
logistikk,God logistikk sparer tid og penger.
produksjon,Fabrikken økte produksjonen i fjor.
forretningsidé,De har en innovativ forretningsidé.
investering,Han gjorde en stor investering i aksjer.
aksje,Prisen på aksjen steg kraftig i dag.
aksjemarked,Aksjemarkedet er veldig volatilt nå.
økonomi,Økonomien i landet vokser sakte.
konkurranse,Det er sterk konkurranse i denne bransjen.
kapital,Selskapet trenger mer kapital for å ekspandere.
profitt,De oppnådde stor profitt i fjor.
tap,De måtte registrere et tap etter brannen.
innovasjon,Innovasjon er nødvendig for å ligge i forkant.
entreprenør,Han er en ung og ambisiøs entreprenør.
prosjekt,Vi jobber med et spennende prosjekt.
ledelse,God ledelse gjør arbeidsplassen bedre.
forretningsplan,Forretningsplanen må være realistisk.
strategi,Selskapet har en langsiktig strategi.
franchise,Han åpnet en ny franchise restaurant.
forretningsmodell,De har en unik forretningsmodell som fungerer.
fortjeneste,Høy fortjeneste er målet for enhver bedrift.
ressurs,Vann er en viktig ressurs.
strategiutvikling,Bedriften jobber med strategiutvikling for neste år.
økonomistyring,God økonomistyring er viktig for å lykkes.
partnerskap,De inngikk et partnerskap for å dele kunnskap.
virksomhet,Vi starter en ny virksomhet i byen.
penger,Jeg trenger penger for å kjøpe mat.
bank,Jeg skal sette inn penger i banken.
konto,Hun har en konto i lokalbanken.
sparing,Sparing til pensjon er lurt.
inntekt,Lønn er din månedlige inntekt.
utgift,Husleie er en stor utgift.
lån,De tok opp et lån for å kjøpe bil.
rente,Renten på boliglånet er lav.
skatt,Alle må betale skatt til staten.
faktura,Du må betale denne fakturaen innen fristen.
betaling,Har du mottatt betalingen for jobben?
kort,Jeg betaler med kort.
kredittkort,Jeg brukte kredittkortet mitt på reisen.
debetkort,Pengene trekkes direkte fra debetkortet.
kontanter,Noen foretrekker å betale med kontanter.
veksel,Jeg fikk veksel tilbake da jeg betalte.
mynt,En krone er en liten mynt.
seddel,En hundrelapp er en seddel.
handel,Internasjonal handel er viktig for landet.
butikk,Vi kjøper mat i butikken.
marked,De selger grønnsaker på markedet.
lønn,Når får jeg utbetalt lønn?
budsjett,Vi må holde oss til budsjettet denne måneden.
regnskap,Revisoren ser over selskapets regnskap.
investering,Kjøp av aksjer er en type investering.
aksje,Jeg eier en aksje i det selskapet.
obligasjon,En obligasjon er et lån til en utsteder.
kapital,Selskapet trenger mer kapital for å vokse.
formue,Han har en stor formue.
økonomi,Hun studerer økonomi på universitetet.
innskudd,Jeg gjorde et innskudd på sparekontoen.
uttak,Jeg må ta et uttak i minibanken.
overføring,Jeg gjorde en overføring til en venn.
finans,Han jobber i finans-sektoren.
valutakurs,Valutakursen mellom euro og kroner endret seg.
økonomisk,Det var en vanskelig økonomisk tid.
profitt,Selskapet hadde god profitt i fjor.
tap,De led et lite tap på investeringen.
balanse,Balansen i regnskapet må stemme.
fond,Hun sparer i et aksjefond.
portefølje,Investoren har en variert portefølje.
eiendom,Kjøp av eiendom kan være en god investering.
forsikring,Du må ha forsikring på bilen din.
pensjon,Han gleder seg til å gå av med pensjon.
trygd,Hun mottar trygd fra staten.
bonus,De ansatte fikk en stor bonus i desember.
provisjon,Selgeren får provisjon for hver salg.
utbytte,Utbyttet fra aksjene var høyt i år.
butikkjeder,De store butikkjederne dominerer markedet.
reise,Vi skal reise til Spania i sommer.
tur,Gikk du en lang tur i skogen i dag?
hotell,Vi bodde på et fint hotell i sentrum.
hostel,Et hostel er billigere enn et hotell.
leilighet,De leier en liten leilighet i byen.
turist,Mange turister besøker Norge.
ferie,Vi har to uker ferie i juli.
ferieby,Nice er en populær ferieby.
destinasjon,Hva er din neste destinasjon?
transport,Offentlig transport er bra for miljøet.
transportmiddel,Fly er et raskt transportmiddel.
flybillett,Jeg må kjøpe en flybillett til Oslo.
togbillett,En togbillett er ofte rimeligere enn fly.
kart,Vi brukte et kart for å finne veien.
reiserute,Vi planla hele reiseruten før avreise.
bagasje,Hvor mye bagasje kan jeg ta med?
koffert,Pakk klærne i kofferten.
ryggsekk,Jeg bærer ryggsekken når jeg går på fjellet.
hotellrom,Vi bestilte et hotellrom med havutsikt.
resepsjon,Du må sjekke inn i resepsjonen.
bestilling,Har du bekreftet bestillingen av billettene?
reservasjon,Han har en reservasjon på restauranten.
sightseeingbuss,Vi tok en sightseeingbuss for å se byen.
utflukt,Vi skal på en utflukt til øya i morgen.
opphold,Hvor lenge varer deres opphold i landet?
turisme,Turisme er viktig for mange kystbyer.
flyreise,Flyreisen varte i fire timer.
togreise,En togreise gjennom Norge er flott.
bussreise,Vi valgte en lang bussreise til Berlin.
cruise,De skal på cruise i Middelhavet.
seiling,Seiling er en populær sommeraktivitet.
ekspedisjon,De forberedte seg på en lang ekspedisjon i Arktis.
utforskning,Utforskning av nye områder er spennende.
sightseeing,Vi brukte dagen på sightseeing.
attraksjon,Slottet er byens største attraksjon.
museum,Vi besøkte et interessant museum i går.
nasjonalpark,Norge har mange vakre nasjonalparker.
strand,Vi lå på stranden og solte oss.
fjell,Hun elsker å gå tur i fjellet.
byvandring,Vi ble med på en guidet byvandring.
guide,En lokal guide viste oss rundt.
reisemål,Paris er et populært reisemål.
pakke,Reisebyrået tilbød en komplett pakke.
opplevelse,Det var en fantastisk opplevelse.
oppdagelse,Forskere gjorde en viktig oppdagelse.
reiseforsikring,Husk å kjøpe reiseforsikring før turen.
valuta,Hvilken valuta bruker de i Hellas?
pass,Ta med deg passet når du reiser.
visum,Du trenger et visum for å reise dit.
turguide,Turguiden pekte ut sjeldne fugler.
bil,Jeg kjører bil til jobb hver dag.
buss,Vi tar bussen til sentrum.
sykkel,Det er fint å sykle på en sykkel om sommeren.
motorsykkel,Han kjører en stor motorsykkel.
tog,Toget var forsinket i dag.
trikk,Jeg tar trikken gjennom byen.
båt,Vi tok en liten båt over fjorden.
skip,Et stort skip seilte ut av havnen.
ferge,Fergen går hver time.
hjul,Bilen har fire hjul.
ratt,Sjåføren holder i rattet.
billett,Har du kjøpt billett til konserten?
motor,Motoren i bilen er kraftig.
pedaler,Du må trykke på pedalerne for å sykle.
clutch,Man må bruke clutchen i en manuell bil.
gir,Hun skiftet gir opp bakken.
brems,Han trykket forsiktig på bremsen.
speil,Sjekk speilet før du svinger.
lykt,"Det er mørkt, slå på lyktene."
vindu,Vennen min rullet ned vinduet.
dør,Vennligst lukk døren når du går.
tak,Snøen ligger på taket.
bensintank,Vi må fylle opp bensintanken.
bilsete,Barnet må sitte i et godkjent bilsete.
lastebil,En tung lastebil kjørte forbi.
varebil,Håndverkeren har en varebil til utstyret sitt.
traktor,Bonden kjører traktor på jordet.
scooter,Han kjører scooter til skolen.
rickshaw,I Asia brukte vi en rickshaw.
taxi,Vi tok en taxi fra flyplassen.
drosje,En drosje venter utenfor hotellet.
tralle,Bruk en tralle for å bære bagasjen.
vogntog,Et langt vogntog passerte på motorveien.
fly,Flyet letter snart.
børs,Aksjene handles på børsen.
helikopter,Helikopteret landet på taket.
ubåt,Ubåten seilte under vannflaten.
elbil,Flere kjøper seg en ny elbil.
hybridbil,En hybridbil bruker både bensin og strøm.
elektrisk sykkel,Hun har en ny elektrisk sykkel.
sparkesykkel,Barnet leker med sin sparkesykkel.
skateboard,Gutten øver på triks med skateboardet sitt.
rullebrett,Et rullebrett er det samme som et skateboard.
ski,Jeg liker å stå på ski om vinteren.
kjelke,De akte ned bakken på en kjelke.
slede,Nissen bruker en slede.
paraglider,Han hoppet ut med en paraglider.
hangglider,Å fly med hangglider ser skummelt ut.
trikkeskinner,Trikkeskinner går midt i gaten.
toglinje,Den nye toglinjen åpner neste år.
togstasjon,Møt meg på togstasjonen klokken ti.
flyplass,Vi skal dra til flyplassen tidlig.
hus,De bor i et rødt hus.
bygning,Det er en gammel bygning i sentrum.
vegg,Jeg malte veggen blå.
tak,Det drypper fra taket.
vindu,Se ut av vinduet.
dør,Kan du åpne døren?
trapper,Vi gikk opp trapperne til fjerde etasje.
balkong,Vi spiste frokost på balkongen.
terrasse,De bygde en ny terrasse i hagen.
kjeller,Vi lagrer ting i kjelleren.
loft,Gamle ting ble funnet på loftet.
by,Oslo er en stor by.
landsby,De vokste opp i en liten landsby.
skole,Barna går på skole hver dag.
sykehus,Han ble kjørt til sykehuset.
bibliotek,Jeg låner bøker på biblioteket.
museum,Vi besøkte et kunstmuseum.
teater,Vi skal se et stykke på teateret.
kino,Vi ser en film på kino.
fabrikk,De jobber på fabrikken.
butikk,Jeg handlet mat i butikken.
hotell,De bor på hotellet nå.
hostel,Et hostel er billig å bo på.
garasje,Bilen står i garasjen.
fyrtårn,Fyrtårnet står ved kysten.
stadion,Fotballkampen spilles på stadion.
arena,Konserten holdes i en stor arena.
badehus,Vi gikk til badehuset for å svømme.
brygge,Båten lå fortøyd ved bryggen.
brostein,Gaten er dekket med brostein.
port,De åpnet den store porten.
leilighet,De leier en fin leilighet.
slott,Kongen bor i slottet.
tårn,Eiffeltårnet er et kjent tårn.
bro,Vi kjørte over en lang bro.
kirke,De giftet seg i kirken.
moské,Bønnen ble holdt i moskéen.
tempel,De besøkte et gammelt tempel i Japan.
kapell,Det var et lite kapell ved siden av kirken.
kontorbygg,Han jobber i et høyt kontorbygg.
kjøpesenter,Vi handlet klær på kjøpesenteret.
skyskraper,New York har mange skyskrapere.
fasade,Fasaden på bygget er ny.
konstruksjon,Konstruksjonen av broen tok tre år.
arkitektur,Hun studerer moderne arkitektur.
design,Designet på bilen var veldig futuristisk.
renovering,Huset trenger en grundig renovering.
byggmester,Byggmesteren startet arbeidet i går.
murstein,De bygger veggen med rød murstein.
betong,Fundamentet er laget av solid betong.
treverk,Møblene er laget av lyst treverk.
metallstruktur,Broen har en sterk metallstruktur.
moderne bygg,Dette er et eksempel på et moderne bygg.
bord,Vi spiser middag ved bordet.
stol,Vær så snill og sitt på stolen.
seng,Jeg sover godt i min nye seng.
kjøkken,Vi lager mat på kjøkkenet.
sofa,Hele familien satt i sofaen.
lenestol,Han leste boken i lenestolen.
kommode,Jeg la sokkene i kommoden.
skap,Sett tallerkene inn i skapet.
hylle,Bøkene står på hyllen.
lampe,"Slå på lampen, det er mørkt."
teppe,Det ligger et tykt teppe på gulvet.
pute,Jeg trenger en ekstra pute i sengen.
madrass,Madrassen er veldig komfortabel.
klokke,Hva er klokken nå?
TV,Vi ser på TV om kvelden.
nattbord,Vannflasken står på nattbordet.
skrivebord,Han jobber ved skrivebordet sitt.
gardin,Dra for gardinen før du legger deg.
sengesett,Jeg kjøpte et nytt sengesett.
dyne,Jeg ligger under en varm dyne.
gardinstang,Gardinstangen er laget av metall.
speil,Se deg selv i speilet.
bokhylle,Bokhyllen er full av romaner.
skjenk,Vi oppbevarer glass i skjenken.
skuff,T-skjortene ligger i den øverste skuffen.
stolpute,Stolputen gjør stolen mykere.
benk,Vi satt på benken i parken.
skoskap,Skoene mine står i skoskapet i gangen.
skittentøyskurv,Legg de skitne klærne i skittentøyskurven.
vaskemaskin,Vaskemaskinen er i gang nå.
tørketrommel,Klærne tørker raskt i tørketrommelen.
oppvaskmaskin,Sett inn de skitne tallerkenene i oppvaskmaskinen.
kjøleskap,Melken er i kjøleskapet.
fryser,Jeg har is i fryseren.
komfyr,Vær forsiktig når du bruker komfyren.
ovn,Jeg baker brød i ovnen.
mikrobølgeovn,Varm maten i mikrobølgeovnen.
kaffemaskin,Vi kjøpte en ny kaffemaskin i går.
vannkoker,Bruk vannkokeren til å koke vann til te.
blender,Hun lager smoothie i blenderen.
kjøkkenbord,Vi spiser frokost ved kjøkkenbordet.
kjøkkenstol,Ta plass på kjøkkenstolen.
spisebord,Det store spisebordet har plass til ti personer.
spiseplass,Vi har en liten spiseplass ved vinduet.
entre,Legg jakken din i entreen.
gang,Gangen leder inn til stuen.
soverom,Jeg skal male soverommet i en ny farge.
stue,Vi slapper av i stuen.
bad,Badet er det første rommet til høyre.
toalett,Hvor er toalettet?
skjorte,Han tok på seg en hvit skjorte.
bukse,Jeg må kjøpe en ny bukse.
kjole,Hun hadde på seg en vakker rød kjole.
hatt,Han glemte hatten sin.
jakke,"Det er kaldt ute, ta på deg jakken."
genser,Jeg har en varm ullgenser.
t-skjorte,En t-skjorte er fint om sommeren.
skjørt,Jenta gikk med et blomstret skjørt.
sko,Jeg trenger nye joggesko.
sokker,Hvor er de rene sokkerne mine?
lue,Hun tok på seg luen før hun gikk ut.
belte,Han strammet beltet sitt.
caps,Han hadde en rød caps på hodet.
undertøy,Rent undertøy ligger i skuffen.
nattøy,Jeg skiftet til nattøy før jeg la meg.
badedrakt,Hun pakket badedrakten for strandturen.
skjerf,Jeg knyttet skjerfet rundt halsen.
bukseben,Han rullet opp buksebena sine.
bukselomme,Han la nøkkelen i bukselommen.
knapp,Knappen falt av jakken.
glidelås,Glidelåsen på sekken er ødelagt.
støvlett,Hun tok på seg de høye støvlettene.
sandalette,En sandalette er en lett sommersko.
joggesko,Jeg bruker joggesko når jeg trener.
dress,Han kledde seg i en fin dress.
slips,Slipset hans var blått.
støvler,De brukte støvler i det våte gresset.
sandaler,Sandaler er behagelige på varme dager.
hansker,Jeg tok på meg hansker fordi det var kaldt.
frakk,"Han tok på seg en lang, varm frakk."
kåpe,Kåpen hennes var elegant.
blazer,Hun brukte en mørk blazer over kjolen.
veske,Hun bar en stor veske over skulderen.
ryggsekk,Jeg pakket bøkene i ryggsekken.
solbriller,Han tok på seg solbriller i solen.
klokke,Klokken på veggen er ny.
smykke,Hun fikk et vakkert smykke i gave.
ring,Hun har en gullring på fingeren.
halskjede,Halskjedet glitret i lyset.
armbånd,Barnet fikk et fargerikt armbånd.
hårbånd,Hun brukte et hårbånd for å holde håret unna.
skohette,Skohetter brukes ofte på byggeplasser.
poncho,Hun tok på seg en poncho da det begynte å regne.
cardigan,Jeg tok på meg en cardigan da det ble kjølig.
fashion,Fashion-uken i Paris er kjent.
mote,Hva er den nyeste moten nå?
vann,Jeg drakk et glass vann.
tre,Døren er laget av tre.
metall,Bordbeina er laget av metall.
plast,Flasken er laget av plast.
glass,Glasset knuste da det falt i gulvet.
stein,Vi fant en glatt stein ved sjøen.
leire,Hun formet figuren av leire.
gummi,Dekkene er laget av gummi.
tekstil,Gardinene er laget av et tykt tekstil.
bomull,T-skjorten er laget av 100% bomull.
ull,Genserne er strikket i varm ull.
silke,Skjerfet er laget av fin silke.
lær,Lærjakken er veldig slitesterk.
papir,Vennligst skriv på et papir.
papp,Eska er laget av tykk papp.
sand,Barn leker med sand på stranden.
jord,Blomstene trenger god jord for å vokse.
jern,Jern er et hardt metall.
stål,Broen er bygget med stål.
kobber,Elektriske ledninger er ofte laget av kobber.
aluminium,Boksen er laget av lett aluminium.
bly,Bly er et tungt metall.
olje,Norge eksporterer mye olje.
bensin,Bilen trenger bensin for å kjøre.
